attempt_id,quiz_id,student_id,attempt_date,score,time_spent_seconds,passed
AT52575,QZ2332,QF1694,2024-08-06,91.15,245,True
AT52576,QZ2333,QF1805,2024-08-20,96.8,123,True
AT52577,QZ2334,QF1062,2024-08-14,71.3,208,True
AT52578,QZ2334,QF1370,2024-07-15,76.19,194,True
AT52579,QZ2334,QF1048,2024-07-15,79.43,285,True
AT52580,QZ2335,QF1490,2024-08-14,73.63,287,True
AT52581,QZ2337,QF1462,2024-08-19,69.2,180,True
AT52582,QZ2337,QF1293,2024-08-23,91.38,229,True
AT52583,QZ2337,QF1155,2024-08-21,76.89,156,True
AT52584,QZ2337,QF1727,2024-08-23,49.85,213,False
AT52585,QZ2338,QF1139,2024-08-02,87.69,271,True
AT52586,QZ2339,QF1802,2024-08-19,53.66,242,True
AT52587,QZ2339,QF1811,2024-08-15,90.82,389,True
AT52588,QZ2339,QF1576,2024-08-23,71.4,306,True
AT52589,QZ2340,QF1718,2024-08-13,78.29,259,True
AT52590,QZ2342,QF1946,2024-08-09,62.56,252,True
AT52591,QZ2342,QF1091,2024-08-04,65.3,153,True
AT52592,QZ2342,QF1647,2024-08-14,49.32,148,False
AT52593,QZ2342,QF1275,2024-08-09,70.04,230,True
AT52594,QZ2342,QF1952,2024-08-07,64.76,213,True
AT52595,QZ2347,QF1793,2024-08-28,81.14,223,True
AT52596,QZ2349,QF1174,2024-08-13,89.96,268,True
AT52597,QZ2349,QF1342,2024-08-24,79.54,469,True
AT52598,QZ2349,QF1202,2024-08-26,68.73,356,True
AT52599,QZ2349,QF1948,2024-08-15,84.13,420,True
AT52600,QZ2349,QF1461,2024-08-21,68.42,381,True
AT52601,QZ2349,QF1394,2024-08-21,34.88,443,False
AT52602,QZ2349,QF1104,2024-08-18,78.7,522,True
AT52603,QZ2349,QF1828,2024-08-13,84.24,383,True
AT52604,QZ2353,QF1183,2024-08-29,70.52,448,True
AT52605,QZ2354,QF1561,2024-08-21,60.41,368,True
AT52606,QZ2354,QF1217,2024-08-21,86.48,205,True
AT52607,QZ2354,QF1644,2024-08-23,77.58,365,True
AT52608,QZ2354,QF1432,2024-08-31,61.09,203,True
AT52609,QZ2356,QF1108,2024-08-16,42.59,93,False
AT52610,QZ2357,QF1681,2024-08-24,76.73,304,True
AT52611,QZ2358,QF1099,2024-08-14,87.26,258,True
AT52612,QZ2358,QF1009,2024-08-28,79.46,168,True
AT52613,QZ2359,QF1498,2024-07-13,39.52,209,False
AT52614,QZ2362,QF1697,2024-08-19,67.74,258,True
AT52615,QZ2362,QF1645,2024-08-17,66.19,221,True
AT52616,QZ2362,QF1836,2024-08-24,74.8,138,True
AT52617,QZ2363,QF1757,2024-08-02,77.31,281,True
AT52618,QZ2363,QF1101,2024-08-16,65.48,475,True
AT52619,QZ2363,QF1894,2024-08-15,66.61,488,True
AT52620,QZ2364,QF1866,2024-08-30,89.86,325,True
AT52621,QZ2364,QF1411,2024-08-29,63.67,254,True
AT52622,QZ2367,QF1532,2024-08-30,73.08,429,True
AT52623,QZ2368,QF1254,2024-07-29,70.95,172,True
AT52624,QZ2368,QF1898,2024-08-27,81.86,129,True
AT52625,QZ2368,QF1346,2024-08-17,67.64,146,True
AT52626,QZ2368,QF1609,2024-08-07,69.05,226,True
AT52627,QZ2370,QF1614,2024-08-24,46.35,303,False
AT52628,QZ2370,QF1430,2024-08-29,53.35,315,True
AT52629,QZ2371,QF1140,2024-08-27,52.54,457,True
AT52630,QZ2371,QF1899,2024-08-30,81.17,434,True
AT52631,QZ2371,QF1877,2024-08-26,62.23,520,True
AT52632,QZ2371,QF1171,2024-08-27,70.57,281,True
AT52633,QZ2371,QF1300,2024-08-27,59.69,409,True
AT52634,QZ2371,QF1252,2024-08-29,79.92,323,True
AT52635,QZ2372,QF1803,2024-08-29,58.06,121,True
AT52636,QZ2374,QF1148,2024-08-19,72.94,154,True
AT52637,QZ2374,QF1882,2024-08-15,79.44,228,True
AT52638,QZ2375,QF1193,2024-08-26,74.09,371,True
AT52639,QZ2375,QF1447,2024-08-30,69.62,399,True
AT52640,QZ2375,QF1305,2024-08-29,69.66,430,True
AT52641,QZ2376,QF1152,2024-08-05,83.1,248,True
AT52642,QZ2376,QF1050,2024-08-06,91.59,239,True
AT52643,QZ2377,QF1924,2024-08-22,70.72,159,True
AT52644,QZ2378,QF1485,2024-08-30,62.49,181,True
AT52645,QZ2379,QF1686,2024-08-22,62.68,214,True
AT52646,QZ2379,QF1238,2024-08-17,78.81,200,True
AT52647,QZ2379,QF1648,2024-08-19,72.09,431,True
AT52648,QZ2379,QF1092,2024-08-19,84.88,446,True
AT52649,QZ2380,QF1413,2024-08-22,100.0,197,True
AT52650,QZ2380,QF1784,2024-08-24,77.06,117,True
AT52651,QZ2380,QF1066,2024-08-14,78.03,101,True
AT52652,QZ2380,QF1711,2024-07-27,93.68,171,True
AT52653,QZ2380,QF1760,2024-08-07,82.64,126,True
AT52654,QZ2380,QF1390,2024-08-12,83.4,100,True
AT52655,QZ2380,QF1826,2024-08-11,98.93,106,True
AT52656,QZ2380,QF1228,2024-08-17,78.56,152,True
AT52657,QZ2381,QF1186,2024-08-15,70.04,360,True
AT52658,QZ2381,QF1346,2024-08-28,77.52,361,True
AT52659,QZ2381,QF1118,2024-08-28,100.0,389,True
AT52660,QZ2381,QF1220,2024-08-23,97.85,490,True
AT52661,QZ2384,QF1109,2024-08-24,70.37,313,True
AT52662,QZ2384,QF1351,2024-08-31,74.27,259,True
AT52663,QZ2384,QF1433,2024-08-23,43.66,314,False
AT52664,QZ2384,QF1684,2024-08-18,70.93,338,True
AT52665,QZ2384,QF1956,2024-08-27,68.01,294,True
AT52666,QZ2384,QF1532,2024-08-22,57.68,189,True
AT52667,QZ2384,QF1408,2024-08-19,71.26,196,True
AT52668,QZ2384,QF1012,2024-08-18,67.93,278,True
AT52669,QZ2384,QF1871,2024-08-16,64.72,254,True
AT52670,QZ2384,QF1566,2024-08-24,50.06,300,True
AT52671,QZ2384,QF1511,2024-08-28,62.15,320,True
AT52672,QZ2384,QF1259,2024-08-20,39.97,180,False
AT52673,QZ2384,QF1258,2024-08-19,63.39,201,True
AT52674,QZ2384,QF1869,2024-08-30,82.13,213,True
AT52675,QZ2384,QF1719,2024-08-21,51.19,278,True
AT52676,QZ2385,QF1948,2024-08-23,52.93,258,True
AT52677,QZ2385,QF1126,2024-08-13,78.55,434,True
AT52678,QZ2386,QF1587,2024-08-27,87.23,219,True
AT52679,QZ2386,QF1400,2024-08-26,89.6,190,True
AT52680,QZ2386,QF1710,2024-08-27,100.0,230,True
AT52681,QZ2386,QF1627,2024-08-13,76.52,348,True
AT52682,QZ2386,QF1387,2024-08-17,61.93,200,True
AT52683,QZ2386,QF1956,2024-08-18,90.03,331,True
AT52684,QZ2386,QF1717,2024-08-25,80.81,266,True
AT52685,QZ2386,QF1945,2024-08-28,82.94,328,True
AT52686,QZ2386,QF1183,2024-08-28,82.7,235,True
AT52687,QZ2387,QF1306,2024-08-26,70.02,287,True
AT52688,QZ2388,QF1289,2024-08-16,49.13,390,False
AT52689,QZ2390,QF1893,2024-08-24,69.76,247,True
AT52690,QZ2391,QF1400,2024-08-31,85.36,111,True
AT52691,QZ2391,QF1538,2024-08-31,72.42,110,True
AT52692,QZ2393,QF1561,2024-08-25,63.56,397,True
AT52693,QZ2394,QF1093,2024-08-22,59.59,431,True
AT52694,QZ2394,QF1726,2024-08-22,77.93,269,True
AT52695,QZ2394,QF1295,2024-08-30,78.64,224,True
AT52696,QZ2394,QF1834,2024-08-23,92.94,244,True
AT52697,QZ2398,QF1752,2024-08-27,56.76,300,True
AT52698,QZ2399,QF1174,2024-08-29,71.11,199,True
AT52699,QZ2399,QF1260,2024-08-28,61.13,291,True
AT52700,QZ2400,QF1695,2024-08-23,64.26,151,True
AT52701,QZ2401,QF1098,2024-08-28,62.52,180,True
AT52702,QZ2406,QF1821,2024-08-13,70.87,170,True
AT52703,QZ2406,QF1642,2024-08-15,86.76,157,True
AT52704,QZ2406,QF1250,2024-08-28,90.24,201,True
AT52705,QZ2406,QF1447,2024-08-10,77.28,157,True
AT52706,QZ2406,QF1576,2024-08-25,86.67,210,True
AT52707,QZ2408,QF1708,2024-08-02,98.11,178,True
AT52708,QZ2408,QF1814,2024-07-25,76.78,267,True
AT52709,QZ2409,QF1877,2024-08-21,82.06,146,True
AT52710,QZ2409,QF1665,2024-08-09,79.4,161,True
AT52711,QZ2410,QF1839,2024-07-24,85.7,286,True
AT52712,QZ2412,QF1920,2024-08-25,77.52,399,True
AT52713,QZ2412,QF1959,2024-07-21,57.57,398,True
AT52714,QZ2415,QF1164,2024-07-27,55.3,400,True
AT52715,QZ2415,QF1185,2024-08-02,47.31,548,False
AT52716,QZ2415,QF1821,2024-08-12,58.58,490,True
AT52717,QZ2415,QF1218,2024-07-30,64.59,372,True
AT52718,QZ2415,QF1111,2024-08-03,80.57,336,True
AT52719,QZ2415,QF1882,2024-08-10,100.0,449,True
AT52720,QZ2415,QF1189,2024-08-10,47.11,472,False
AT52721,QZ2415,QF1031,2024-08-22,65.04,317,True
AT52722,QZ2415,QF1920,2024-07-23,74.61,327,True
AT52723,QZ2415,QF1217,2024-08-05,49.97,446,False
AT52724,QZ2415,QF1212,2024-08-06,61.55,290,True
AT52725,QZ2415,QF1919,2024-07-30,70.04,550,True
AT52726,QZ2415,QF1327,2024-08-04,71.18,257,True
AT52727,QZ2415,QF1842,2024-08-19,82.66,517,True
AT52728,QZ2415,QF1125,2024-08-04,52.57,386,True
AT52729,QZ2417,QF1148,2024-07-17,90.34,388,True
AT52730,QZ2417,QF1062,2024-08-10,74.87,532,True
AT52731,QZ2417,QF1217,2024-08-02,60.69,520,True
AT52732,QZ2417,QF1683,2024-07-23,50.85,351,True
AT52733,QZ2418,QF1001,2024-08-18,78.84,102,True
AT52734,QZ2418,QF1081,2024-08-18,97.48,147,True
AT52735,QZ2420,QF1674,2024-08-25,83.25,234,True
AT52736,QZ2420,QF1245,2024-08-24,82.43,235,True
AT52737,QZ2420,QF1596,2024-08-28,86.88,217,True
AT52738,QZ2420,QF1662,2024-08-27,86.6,178,True
AT52739,QZ2420,QF1960,2024-08-31,90.39,230,True
AT52740,QZ2423,QF1346,2024-08-31,87.29,148,True
AT52741,QZ2427,QF1676,2024-08-05,84.5,274,True
AT52742,QZ2427,QF1801,2024-07-29,77.95,529,True
AT52743,QZ2427,QF1479,2024-08-13,50.78,454,True
AT52744,QZ2427,QF1295,2024-08-01,75.28,429,True
AT52745,QZ2427,QF1142,2024-08-09,80.13,368,True
AT52746,QZ2428,QF1252,2024-08-21,60.42,283,True
AT52747,QZ2428,QF1123,2024-08-20,77.63,251,True
AT52748,QZ2428,QF1506,2024-08-24,86.28,395,True
AT52749,QZ2428,QF1713,2024-08-29,77.15,357,True
AT52750,QZ2428,QF1700,2024-08-29,67.38,189,True
AT52751,QZ2428,QF1967,2024-08-26,96.73,257,True
AT52752,QZ2429,QF1272,2024-08-25,98.5,241,True
AT52753,QZ2429,QF1821,2024-08-24,73.18,241,True
AT52754,QZ2429,QF1462,2024-08-12,98.38,379,True
AT52755,QZ2429,QF1217,2024-08-27,51.12,339,True
AT52756,QZ2432,QF1152,2024-08-30,100.0,92,True
AT52757,QZ2432,QF1627,2024-08-30,71.05,167,True
AT52758,QZ2432,QF1149,2024-08-30,72.9,77,True
AT52759,QZ2432,QF1231,2024-08-30,66.64,166,True
AT52760,QZ2433,QF1408,2024-08-17,60.18,245,True
AT52761,QZ2433,QF1177,2024-08-17,64.9,188,True
AT52762,QZ2433,QF1126,2024-08-20,79.12,133,True
AT52763,QZ2434,QF1313,2024-08-20,69.12,372,True
AT52764,QZ2434,QF1927,2024-08-27,70.17,376,True
AT52765,QZ2434,QF1654,2024-08-20,75.65,355,True
AT52766,QZ2441,QF1648,2024-08-23,64.72,331,True
AT52767,QZ2442,QF1765,2024-08-04,93.72,270,True
AT52768,QZ2442,QF1220,2024-08-12,87.06,327,True
AT52769,QZ2443,QF1282,2024-08-27,80.49,301,True
AT52770,QZ2445,QF1499,2024-08-09,54.43,261,True
AT52771,QZ2445,QF1697,2024-08-14,84.79,193,True
AT52772,QZ2445,QF1255,2024-08-13,68.96,261,True
AT52773,QZ2445,QF1795,2024-08-08,60.48,258,True
AT52774,QZ2445,QF1187,2024-08-31,74.33,390,True
AT52775,QZ2445,QF1664,2024-08-12,76.73,245,True
AT52776,QZ2445,QF1514,2024-08-22,46.59,308,False
AT52777,QZ2445,QF1812,2024-08-16,76.9,226,True
AT52778,QZ2445,QF1423,2024-08-10,81.9,311,True
AT52779,QZ2447,QF1416,2024-08-22,52.91,465,True
AT52780,QZ2447,QF1865,2024-08-30,58.0,486,True
AT52781,QZ2447,QF1138,2024-08-12,64.5,590,True
AT52782,QZ2449,QF1101,2024-08-07,91.09,117,True
AT52783,QZ2449,QF1548,2024-08-25,62.05,161,True
AT52784,QZ2449,QF1932,2024-08-28,70.97,244,True
AT52785,QZ2450,QF1805,2024-08-31,59.88,270,True
AT52786,QZ2450,QF1238,2024-08-24,81.1,237,True
AT52787,QZ2450,QF1975,2024-08-24,55.75,212,True
AT52788,QZ2450,QF1217,2024-08-23,51.45,212,True
AT52789,QZ2450,QF1351,2024-08-26,87.84,192,True
AT52790,QZ2450,QF1763,2024-08-25,64.95,234,True
AT52791,QZ2452,QF1648,2024-08-16,65.48,434,True
AT52792,QZ2453,QF1973,2024-08-10,50.15,224,True
AT52793,QZ2453,QF1901,2024-08-03,82.18,208,True
AT52794,QZ2453,QF1700,2024-08-25,68.65,240,True
AT52795,QZ2453,QF1844,2024-08-14,91.19,201,True
AT52796,QZ2454,QF1988,2024-08-27,60.9,222,True
AT52797,QZ2454,QF1179,2024-08-26,63.63,213,True
AT52798,QZ2454,QF1232,2024-08-25,64.58,291,True
AT52799,QZ2454,QF1087,2024-08-23,53.58,293,True
AT52800,QZ2454,QF1713,2024-08-27,81.93,190,True
AT52801,QZ2454,QF1188,2024-08-29,76.36,276,True
AT52802,QZ2455,QF1196,2024-08-19,38.65,301,False
AT52803,QZ2456,QF1497,2024-08-13,67.51,579,True
AT52804,QZ2456,QF1749,2024-07-19,86.02,452,True
AT52805,QZ2457,QF1975,2024-08-25,64.84,242,True
AT52806,QZ2457,QF1036,2024-08-29,83.44,228,True
AT52807,QZ2457,QF1913,2024-08-26,74.11,208,True
AT52808,QZ2457,QF1919,2024-08-21,71.93,266,True
AT52809,QZ2457,QF1008,2024-08-27,69.9,283,True
AT52810,QZ2459,QF1007,2024-08-30,77.08,148,True
AT52811,QZ2460,QF1411,2024-08-17,51.78,210,True
AT52812,QZ2460,QF1173,2024-08-31,62.15,161,True
AT52813,QZ2461,QF1999,2024-08-26,66.02,387,True
AT52814,QZ2461,QF1272,2024-08-25,59.66,370,True
AT52815,QZ2465,QF1886,2024-08-28,72.28,363,True
AT52816,QZ2465,QF1571,2024-08-26,86.86,290,True
AT52817,QZ2466,QF1549,2024-08-10,71.39,373,True
AT52818,QZ2466,QF1111,2024-07-25,62.05,331,True
AT52819,QZ2466,QF1672,2024-08-22,67.7,351,True
AT52820,QZ2466,QF1165,2024-08-10,61.22,288,True
AT52821,QZ2467,QF1005,2024-07-26,70.69,190,True
AT52822,QZ2467,QF1370,2024-07-22,85.83,235,True
AT52823,QZ2467,QF1544,2024-08-20,76.34,380,True
AT52824,QZ2468,QF1624,2024-08-30,71.91,35,True
AT52825,QZ2469,QF1370,2024-08-29,84.72,447,True
AT52826,QZ2470,QF1272,2024-08-17,80.58,316,True
AT52827,QZ2470,QF1920,2024-08-11,67.22,475,True
AT52828,QZ2471,QF1731,2024-08-05,48.87,507,False
AT52829,QZ2471,QF1758,2024-08-13,65.23,265,True
AT52830,QZ2471,QF1738,2024-08-18,66.7,354,True
AT52831,QZ2471,QF1182,2024-08-30,51.36,423,True
AT52832,QZ2472,QF1647,2024-08-08,77.02,421,True
AT52833,QZ2474,QF1644,2024-08-07,85.06,333,True
AT52834,QZ2474,QF1010,2024-08-13,78.89,325,True
AT52835,QZ2476,QF1813,2024-08-20,100.0,76,True
AT52836,QZ2477,QF1967,2024-08-12,73.06,437,True
AT52837,QZ2477,QF1534,2024-08-15,88.46,338,True
AT52838,QZ2477,QF1884,2024-08-14,79.06,278,True
AT52839,QZ2477,QF1462,2024-08-12,85.86,378,True
AT52840,QZ2477,QF1813,2024-08-31,86.3,219,True
AT52841,QZ2479,QF1717,2024-08-16,54.08,330,True
AT52842,QZ2479,QF1625,2024-08-25,76.58,307,True
AT52843,QZ2479,QF1262,2024-08-21,76.19,278,True
AT52844,QZ2479,QF1230,2024-08-13,69.06,311,True
AT52845,QZ2479,QF1515,2024-08-11,62.79,220,True
AT52846,QZ2479,QF1951,2024-08-11,60.52,332,True
AT52847,QZ2480,QF1371,2024-08-18,53.36,297,True
AT52848,QZ2480,QF1087,2024-07-24,73.26,230,True
AT52849,QZ2480,QF1992,2024-08-01,94.11,383,True
AT52850,QZ2480,QF1425,2024-07-28,69.84,242,True
AT52851,QZ2482,QF1811,2024-08-10,75.99,355,True
AT52852,QZ2482,QF1580,2024-08-26,69.5,287,True
AT52853,QZ2484,QF1728,2024-08-20,78.97,130,True
AT52854,QZ2484,QF1607,2024-08-22,97.97,237,True
AT52855,QZ2485,QF1001,2024-08-26,89.79,194,True
AT52856,QZ2485,QF1609,2024-08-28,81.52,257,True
AT52857,QZ2485,QF1889,2024-08-30,87.12,180,True
AT52858,QZ2486,QF1815,2024-08-30,79.5,175,True
AT52859,QZ2487,QF1372,2024-08-26,79.04,299,True
AT52860,QZ2489,QF1227,2024-08-28,80.93,227,True
AT52861,QZ2491,QF1999,2024-08-26,91.18,229,True
AT52862,QZ2494,QF1148,2024-08-28,93.27,320,True
AT52863,QZ2495,QF1206,2024-08-20,80.91,138,True
AT52864,QZ2495,QF1354,2024-08-22,73.93,131,True
AT52865,QZ2496,QF1169,2024-08-18,65.72,257,True
AT52866,QZ2498,QF1894,2024-08-25,71.83,249,True
AT52867,QZ2498,QF1206,2024-08-30,73.34,322,True
AT52868,QZ2499,QF1220,2024-08-22,50.27,260,True
AT52869,QZ2499,QF1475,2024-08-12,85.14,174,True
AT52870,QZ2499,QF1777,2024-08-31,84.51,213,True
AT52871,QZ2499,QF1928,2024-08-28,71.21,144,True
AT52872,QZ2499,QF1652,2024-08-12,55.03,163,True
AT52873,QZ2500,QF1196,2024-08-26,53.39,313,True
AT52874,QZ2500,QF1069,2024-08-28,44.77,258,False
AT52875,QZ2500,QF1988,2024-08-31,44.37,216,False
AT52876,QZ2500,QF1515,2024-08-25,62.76,376,True
AT52877,QZ2500,QF1170,2024-08-29,71.53,326,True
AT52878,QZ2500,QF1222,2024-08-27,84.83,464,True
AT52879,QZ2500,QF1108,2024-08-31,61.67,457,True
AT52880,QZ2500,QF1710,2024-08-28,72.61,337,True
AT52881,QZ2500,QF1756,2024-08-27,42.4,324,False
AT52882,QZ2500,QF1971,2024-08-30,40.2,331,False
AT52883,QZ2500,QF1169,2024-08-25,61.64,357,True
AT52884,QZ2501,QF1741,2024-08-28,69.06,324,True
AT52885,QZ2501,QF1512,2024-08-29,61.24,316,True
AT52886,QZ2501,QF1004,2024-08-28,71.87,476,True
AT52887,QZ2501,QF1403,2024-08-28,57.08,386,True
AT52888,QZ2501,QF1012,2024-08-30,100.0,366,True
AT52889,QZ2502,QF1466,2024-08-30,80.67,237,True
AT52890,QZ2502,QF1992,2024-08-09,81.81,241,True
AT52891,QZ2502,QF1406,2024-08-15,66.86,195,True
AT52892,QZ2503,QF1201,2024-08-27,76.11,222,True
AT52893,QZ2503,QF1080,2024-08-26,72.95,249,True
AT52894,QZ2503,QF1558,2024-08-18,85.06,156,True
AT52895,QZ2505,QF1949,2024-08-29,68.73,294,True
AT52896,QZ2506,QF1052,2024-08-18,67.64,460,True
AT52897,QZ2506,QF1465,2024-08-18,55.71,306,True
AT52898,QZ2506,QF1215,2024-08-10,96.34,333,True
AT52899,QZ2506,QF1002,2024-08-10,93.21,319,True
AT52900,QZ2506,QF1694,2024-08-25,83.67,361,True
AT52901,QZ2508,QF1270,2024-08-27,86.32,306,True
AT52902,QZ2509,QF1562,2024-08-30,79.43,253,True
AT52903,QZ2509,QF1101,2024-08-29,79.38,355,True
AT52904,QZ2511,QF1532,2024-08-30,49.91,272,False
AT52905,QZ2513,QF1178,2024-08-09,68.19,493,True
AT52906,QZ2514,QF1485,2024-08-20,69.81,258,True
AT52907,QZ2515,QF1381,2024-08-28,99.56,342,True
AT52908,QZ2515,QF1225,2024-08-31,79.63,320,True
AT52909,QZ2515,QF1375,2024-08-25,78.75,157,True
AT52910,QZ2518,QF1426,2024-08-22,79.66,157,True
AT52911,QZ2519,QF1260,2024-08-27,99.18,346,True
AT52912,QZ2519,QF1095,2024-08-25,89.25,350,True
AT52913,QZ2520,QF1316,2024-08-26,73.06,294,True
AT52914,QZ2520,QF1929,2024-08-23,64.88,322,True
AT52915,QZ2520,QF1184,2024-08-25,68.28,249,True
AT52916,QZ2521,QF1294,2024-08-12,61.69,402,True
AT52917,QZ2521,QF1837,2024-08-24,56.24,421,True
AT52918,QZ2521,QF1346,2024-08-22,70.0,465,True
AT52919,QZ2521,QF1124,2024-08-20,59.09,246,True
AT52920,QZ2521,QF1860,2024-08-17,66.88,459,True
AT52921,QZ2521,QF1993,2024-08-24,80.1,392,True
AT52922,QZ2523,QF1017,2024-08-23,57.46,260,True
AT52923,QZ2529,QF1465,2024-08-14,75.05,120,True
AT52924,QZ2529,QF1274,2024-08-27,83.46,141,True
AT52925,QZ2530,QF1018,2024-08-28,74.58,264,True
AT52926,QZ2530,QF1009,2024-08-27,67.67,346,True
AT52927,QZ2530,QF1108,2024-08-29,82.46,294,True
AT52928,QZ2530,QF1636,2024-08-28,60.84,258,True
AT52929,QZ2530,QF1087,2024-08-27,72.18,187,True
AT52930,QZ2532,QF1838,2024-08-23,77.5,221,True
AT52931,QZ2532,QF1314,2024-08-21,60.95,266,True
AT52932,QZ2533,QF1100,2024-08-31,93.47,347,True
AT52933,QZ2535,QF1032,2024-08-30,100.0,181,True
AT52934,QZ2536,QF1566,2024-08-30,73.63,141,True
AT52935,QZ2536,QF1790,2024-08-31,79.93,268,True
AT52936,QZ2538,QF1811,2024-08-10,94.55,206,True
AT52937,QZ2538,QF1663,2024-08-05,77.74,293,True
AT52938,QZ2538,QF1416,2024-07-31,79.62,211,True
AT52939,QZ2538,QF1700,2024-08-29,93.69,419,True
AT52940,QZ2538,QF1188,2024-08-18,67.31,311,True
AT52941,QZ2538,QF1184,2024-08-06,66.97,276,True
AT52942,QZ2538,QF1537,2024-08-19,84.83,340,True
AT52943,QZ2538,QF1627,2024-08-07,97.94,303,True
AT52944,QZ2538,QF1143,2024-08-04,61.86,418,True
AT52945,QZ2538,QF1619,2024-08-10,65.76,267,True
AT52946,QZ2538,QF1812,2024-08-31,68.35,423,True
AT52947,QZ2538,QF1330,2024-07-30,70.99,322,True
AT52948,QZ2539,QF1575,2024-08-18,58.79,147,True
AT52949,QZ2541,QF1277,2024-08-29,71.19,445,True
AT52950,QZ2541,QF1677,2024-08-29,81.58,359,True
AT52951,QZ2543,QF1817,2024-08-22,82.87,162,True
AT52952,QZ2543,QF1003,2024-08-22,66.74,261,True
AT52953,QZ2543,QF1152,2024-08-22,89.63,200,True
AT52954,QZ2544,QF1260,2024-08-25,87.15,108,True
AT52955,QZ2546,QF1489,2024-08-22,91.5,119,True
AT52956,QZ2547,QF1811,2024-08-22,60.77,471,True
AT52957,QZ2547,QF1285,2024-08-29,80.97,491,True
AT52958,QZ2547,QF1610,2024-08-31,83.19,301,True
AT52959,QZ2547,QF1186,2024-08-26,64.23,380,True
AT52960,QZ2547,QF1361,2024-08-24,63.48,457,True
AT52961,QZ2547,QF1805,2024-08-24,67.15,343,True
AT52962,QZ2547,QF1786,2024-08-25,73.79,443,True
AT52963,QZ2548,QF1242,2024-08-24,67.06,177,True
AT52964,QZ2549,QF1457,2024-08-30,77.31,339,True
AT52965,QZ2551,QF1932,2024-08-24,60.08,200,True
AT52966,QZ2551,QF1424,2024-08-31,79.13,189,True
AT52967,QZ2551,QF1799,2024-08-29,77.3,178,True
AT52968,QZ2552,QF1830,2024-08-26,89.03,210,True
AT52969,QZ2552,QF1719,2024-08-23,74.55,244,True
AT52970,QZ2552,QF1680,2024-08-24,84.41,369,True
AT52971,QZ2552,QF1022,2024-08-28,58.81,401,True
AT52972,QZ2552,QF1894,2024-08-23,82.79,299,True
AT52973,QZ2552,QF1943,2024-08-28,62.17,196,True
AT52974,QZ2553,QF1369,2024-08-19,62.19,464,True
AT52975,QZ2553,QF1887,2024-08-31,86.23,473,True
AT52976,QZ2553,QF1142,2024-08-30,62.44,420,True
AT52977,QZ2553,QF1254,2024-08-25,72.7,330,True
AT52978,QZ2556,QF1387,2024-08-30,66.79,260,True
AT52979,QZ2556,QF1057,2024-08-29,83.55,229,True
AT52980,QZ2558,QF1252,2024-08-30,70.94,483,True
AT52981,QZ2559,QF1805,2024-08-19,71.79,213,True
AT52982,QZ2559,QF1178,2024-08-16,75.29,108,True
AT52983,QZ2560,QF1285,2024-08-07,66.65,294,True
AT52984,QZ2560,QF1688,2024-08-12,55.68,251,True
AT52985,QZ2560,QF1452,2024-08-05,60.85,307,True
AT52986,QZ2560,QF1792,2024-07-25,81.73,375,True
AT52987,QZ2560,QF1332,2024-08-06,53.07,510,True
AT52988,QZ2562,QF1571,2024-08-18,94.53,257,True
AT52989,QZ2562,QF1634,2024-08-25,61.85,232,True
AT52990,QZ2563,QF1018,2024-08-21,65.29,214,True
AT52991,QZ2563,QF1282,2024-07-30,48.53,226,False
AT52992,QZ2563,QF1056,2024-07-31,70.21,190,True
AT52993,QZ2563,QF1310,2024-08-16,70.13,139,True
AT52994,QZ2563,QF1015,2024-08-17,60.83,137,True
AT52995,QZ2563,QF1802,2024-08-08,82.27,185,True
AT52996,QZ2563,QF1860,2024-08-12,48.66,123,False
AT52997,QZ2563,QF1487,2024-08-16,63.28,233,True
AT52998,QZ2563,QF1513,2024-08-24,48.19,140,False
AT52999,QZ2564,QF1284,2024-08-15,75.31,128,True
AT53000,QZ2564,QF1155,2024-08-27,69.01,268,True
AT53001,QZ2565,QF1128,2024-08-15,81.99,155,True
AT53002,QZ2566,QF1100,2024-08-26,77.4,338,True
AT53003,QZ2566,QF1339,2024-08-28,90.34,414,True
AT53004,QZ2567,QF1619,2024-08-30,82.85,221,True
AT53005,QZ2569,QF1596,2024-08-21,58.9,354,True
AT53006,QZ2570,QF1714,2024-08-23,87.58,295,True
AT53007,QZ2570,QF1698,2024-08-23,66.96,443,True
AT53008,QZ2573,QF1629,2024-08-29,89.9,338,True
AT53009,QZ2573,QF1537,2024-08-22,62.74,419,True
AT53010,QZ2574,QF1392,2024-08-19,78.39,151,True
AT53011,QZ2574,QF1590,2024-08-24,85.83,141,True
AT53012,QZ2575,QF1057,2024-08-29,85.77,539,True
AT53013,QZ2575,QF1145,2024-08-30,55.18,306,True
AT53014,QZ2575,QF1578,2024-08-25,71.76,281,True
AT53015,QZ2575,QF1914,2024-08-26,67.83,316,True
AT53016,QZ2575,QF1598,2024-08-30,64.55,400,True
AT53017,QZ2575,QF1590,2024-08-28,39.88,431,False
AT53018,QZ2577,QF1756,2024-08-18,50.61,147,True
AT53019,QZ2577,QF1598,2024-08-19,80.0,118,True
AT53020,QZ2577,QF1743,2024-08-25,66.98,179,True
AT53021,QZ2578,QF1167,2024-08-30,68.55,211,True
AT53022,QZ2578,QF1949,2024-08-31,68.89,147,True
AT53023,QZ2578,QF1263,2024-08-27,77.62,124,True
AT53024,QZ2579,QF1488,2024-08-31,77.99,304,True
