question_id,quiz_id,creator_id,creation_date,topic,question_type,bloom_level,difficulty_score
QS17691,QZ1971,QF1364,2024-08-21,Physics,Open,Evaluate,3.51
QS17692,QZ1971,QF1364,2024-08-21,Physics,MCQ,Apply,3.86
QS17693,QZ1971,QF1364,2024-08-21,Physics,MCQ,Create,4.44
QS17694,QZ1972,QF1364,2024-08-11,Mathematics,Open,Understand,2.71
QS17695,QZ1972,QF1364,2024-08-11,Mathematics,MCQ,Apply,3.76
QS17696,QZ1972,QF1364,2024-08-11,Mathematics,MCQ,Remember,1.29
QS17697,QZ1972,QF1364,2024-08-11,Mathematics,Open,Remember,2.03
QS17698,QZ1972,QF1364,2024-08-11,Mathematics,Open,Remember,2.4
QS17699,QZ1972,QF1364,2024-08-11,Mathematics,MCQ,Apply,3.54
QS17700,QZ1972,QF1364,2024-08-11,Mathematics,MCQ,Apply,3.14
QS17701,QZ1972,QF1364,2024-08-11,Mathematics,MCQ,Understand,2.83
QS17702,QZ1972,QF1364,2024-08-11,Mathematics,MCQ,Evaluate,4.75
QS17703,QZ1972,QF1364,2024-08-11,Mathematics,MCQ,Apply,4.39
QS17704,QZ1972,QF1364,2024-08-11,Mathematics,Open,Understand,1.43
QS17705,QZ1972,QF1364,2024-08-11,Mathematics,MCQ,Remember,1.26
QS17706,QZ1973,QF1366,2024-08-30,Chemistry,MCQ,Analyze,5.0
QS17707,QZ1973,QF1366,2024-08-30,Chemistry,Open,Apply,4.42
QS17708,QZ1973,QF1366,2024-08-30,Chemistry,MCQ,Evaluate,4.81
QS17709,QZ1973,QF1366,2024-08-30,Chemistry,MCQ,Understand,3.87
QS17710,QZ1973,QF1366,2024-08-30,Chemistry,Open,Evaluate,5.0
QS17711,QZ1974,QF1366,2024-08-08,English,MCQ,Understand,1.83
QS17712,QZ1974,QF1366,2024-08-08,English,MCQ,Evaluate,5.0
QS17713,QZ1974,QF1366,2024-08-08,English,MCQ,Remember,1.47
QS17714,QZ1974,QF1366,2024-08-08,English,MCQ,Remember,1.65
QS17715,QZ1974,QF1366,2024-08-08,English,MCQ,Understand,2.05
QS17716,QZ1974,QF1366,2024-08-08,English,MCQ,Apply,2.5
QS17717,QZ1974,QF1366,2024-08-08,English,MCQ,Analyze,4.8
QS17718,QZ1974,QF1366,2024-08-08,English,MCQ,Understand,3.76
QS17719,QZ1974,QF1366,2024-08-08,English,MCQ,Understand,2.13
QS17720,QZ1974,QF1366,2024-08-08,English,MCQ,Remember,2.89
QS17721,QZ1975,QF1366,2024-08-10,General Knowledge,MCQ,Create,3.54
QS17722,QZ1975,QF1366,2024-08-10,General Knowledge,MCQ,Remember,2.89
QS17723,QZ1975,QF1366,2024-08-10,General Knowledge,MCQ,Analyze,3.75
QS17724,QZ1975,QF1366,2024-08-10,General Knowledge,MCQ,Apply,3.01
QS17725,QZ1975,QF1366,2024-08-10,General Knowledge,MCQ,Understand,2.85
QS17726,QZ1975,QF1366,2024-08-10,General Knowledge,Open,Apply,3.39
QS17727,QZ1975,QF1366,2024-08-10,General Knowledge,MCQ,Analyze,3.93
QS17728,QZ1975,QF1366,2024-08-10,General Knowledge,MCQ,Evaluate,4.65
QS17729,QZ1975,QF1366,2024-08-10,General Knowledge,MCQ,Analyze,3.8
QS17730,QZ1976,QF1366,2024-08-25,General Knowledge,MCQ,Apply,3.66
QS17731,QZ1976,QF1366,2024-08-25,General Knowledge,MCQ,Understand,2.53
QS17732,QZ1976,QF1366,2024-08-25,General Knowledge,MCQ,Apply,4.5
QS17733,QZ1977,QF1366,2024-07-18,English,MCQ,Remember,1.72
QS17734,QZ1977,QF1366,2024-07-18,English,MCQ,Remember,2.1
QS17735,QZ1977,QF1366,2024-07-18,English,MCQ,Understand,1.87
QS17736,QZ1977,QF1366,2024-07-18,English,MCQ,Understand,3.97
QS17737,QZ1977,QF1366,2024-07-18,English,MCQ,Apply,4.01
QS17738,QZ1977,QF1366,2024-07-18,English,MCQ,Remember,1.54
QS17739,QZ1978,QF1366,2024-07-10,Business Studies,Open,Remember,2.88
QS17740,QZ1978,QF1366,2024-07-10,Business Studies,MCQ,Evaluate,3.26
QS17741,QZ1978,QF1366,2024-07-10,Business Studies,Open,Understand,3.4
QS17742,QZ1978,QF1366,2024-07-10,Business Studies,Open,Evaluate,4.08
QS17743,QZ1978,QF1366,2024-07-10,Business Studies,MCQ,Understand,4.39
QS17744,QZ1978,QF1366,2024-07-10,Business Studies,Open,Remember,2.4
QS17745,QZ1979,QF1366,2024-08-19,Physics,MCQ,Remember,2.97
QS17746,QZ1979,QF1366,2024-08-19,Physics,MCQ,Remember,1.85
QS17747,QZ1979,QF1366,2024-08-19,Physics,MCQ,Understand,2.38
QS17748,QZ1979,QF1366,2024-08-19,Physics,MCQ,Analyze,3.93
QS17749,QZ1979,QF1366,2024-08-19,Physics,MCQ,Understand,2.6
QS17750,QZ1979,QF1366,2024-08-19,Physics,MCQ,Create,5.0
QS17751,QZ1979,QF1366,2024-08-19,Physics,MCQ,Analyze,5.0
QS17752,QZ1979,QF1366,2024-08-19,Physics,MCQ,Evaluate,5.0
QS17753,QZ1979,QF1366,2024-08-19,Physics,MCQ,Apply,2.3
QS17754,QZ1979,QF1366,2024-08-19,Physics,MCQ,Evaluate,3.91
QS17755,QZ1979,QF1366,2024-08-19,Physics,MCQ,Apply,3.12
QS17756,QZ1979,QF1366,2024-08-19,Physics,MCQ,Create,5.0
QS17757,QZ1979,QF1366,2024-08-19,Physics,MCQ,Understand,2.0
QS17758,QZ1979,QF1366,2024-08-19,Physics,MCQ,Remember,1.67
QS17759,QZ1979,QF1366,2024-08-19,Physics,MCQ,Remember,2.11
QS17760,QZ1980,QF1367,2024-07-23,Business Studies,Open,Evaluate,3.51
QS17761,QZ1980,QF1367,2024-07-23,Business Studies,Open,Analyze,3.25
QS17762,QZ1980,QF1367,2024-07-23,Business Studies,MCQ,Evaluate,4.65
QS17763,QZ1980,QF1367,2024-07-23,Business Studies,MCQ,Analyze,5.0
QS17764,QZ1980,QF1367,2024-07-23,Business Studies,MCQ,Understand,1.93
QS17765,QZ1980,QF1367,2024-07-23,Business Studies,MCQ,Understand,2.36
QS17766,QZ1981,QF1367,2024-07-06,English,MCQ,Evaluate,3.77
QS17767,QZ1981,QF1367,2024-07-06,English,MCQ,Apply,4.2
QS17768,QZ1981,QF1367,2024-07-06,English,Open,Evaluate,4.59
QS17769,QZ1981,QF1367,2024-07-06,English,Open,Apply,4.44
QS17770,QZ1981,QF1367,2024-07-06,English,MCQ,Analyze,3.06
QS17771,QZ1981,QF1367,2024-07-06,English,Open,Understand,4.56
QS17772,QZ1981,QF1367,2024-07-06,English,MCQ,Understand,1.47
QS17773,QZ1981,QF1367,2024-07-06,English,MCQ,Apply,3.06
QS17774,QZ1981,QF1367,2024-07-06,English,MCQ,Remember,1.52
QS17775,QZ1981,QF1367,2024-07-06,English,Open,Evaluate,4.43
QS17776,QZ1981,QF1367,2024-07-06,English,MCQ,Understand,3.02
QS17777,QZ1981,QF1367,2024-07-06,English,MCQ,Apply,3.05
QS17778,QZ1981,QF1367,2024-07-06,English,MCQ,Analyze,3.69
QS17779,QZ1982,QF1367,2024-08-30,Computer Science,MCQ,Remember,2.69
QS17780,QZ1982,QF1367,2024-08-30,Computer Science,MCQ,Apply,3.43
QS17781,QZ1982,QF1367,2024-08-30,Computer Science,MCQ,Apply,4.84
QS17782,QZ1982,QF1367,2024-08-30,Computer Science,MCQ,Apply,2.7
QS17783,QZ1983,QF1367,2024-07-24,English,Open,Analyze,3.95
QS17784,QZ1983,QF1367,2024-07-24,English,Open,Analyze,4.38
QS17785,QZ1983,QF1367,2024-07-24,English,Open,Analyze,3.47
QS17786,QZ1983,QF1367,2024-07-24,English,MCQ,Apply,3.46
QS17787,QZ1983,QF1367,2024-07-24,English,Open,Understand,2.11
QS17788,QZ1983,QF1367,2024-07-24,English,MCQ,Apply,1.58
QS17789,QZ1983,QF1367,2024-07-24,English,Open,Remember,2.73
QS17790,QZ1983,QF1367,2024-07-24,English,Open,Remember,2.49
QS17791,QZ1983,QF1367,2024-07-24,English,Open,Apply,2.29
QS17792,QZ1984,QF1367,2024-08-24,Language,MCQ,Analyze,4.49
QS17793,QZ1984,QF1367,2024-08-24,Language,MCQ,Understand,2.54
QS17794,QZ1984,QF1367,2024-08-24,Language,Open,Apply,3.76
QS17795,QZ1984,QF1367,2024-08-24,Language,MCQ,Understand,3.15
QS17796,QZ1985,QF1368,2024-07-30,Language,MCQ,Remember,2.64
QS17797,QZ1985,QF1368,2024-07-30,Language,MCQ,Understand,2.16
QS17798,QZ1985,QF1368,2024-07-30,Language,MCQ,Understand,1.35
QS17799,QZ1985,QF1368,2024-07-30,Language,MCQ,Remember,2.92
QS17800,QZ1985,QF1368,2024-07-30,Language,MCQ,Remember,1.77
QS17801,QZ1985,QF1368,2024-07-30,Language,MCQ,Apply,3.26
QS17802,QZ1985,QF1368,2024-07-30,Language,MCQ,Create,4.53
QS17803,QZ1985,QF1368,2024-07-30,Language,MCQ,Remember,2.9
QS17804,QZ1985,QF1368,2024-07-30,Language,MCQ,Understand,2.88
QS17805,QZ1985,QF1368,2024-07-30,Language,MCQ,Create,4.94
QS17806,QZ1986,QF1368,2024-08-21,Business Studies,MCQ,Remember,1.78
QS17807,QZ1986,QF1368,2024-08-21,Business Studies,MCQ,Remember,1.0
QS17808,QZ1986,QF1368,2024-08-21,Business Studies,MCQ,Apply,3.49
QS17809,QZ1986,QF1368,2024-08-21,Business Studies,MCQ,Remember,2.01
QS17810,QZ1986,QF1368,2024-08-21,Business Studies,MCQ,Apply,2.5
QS17811,QZ1986,QF1368,2024-08-21,Business Studies,MCQ,Understand,4.44
QS17812,QZ1986,QF1368,2024-08-21,Business Studies,MCQ,Understand,1.74
QS17813,QZ1987,QF1369,2024-08-05,Business Studies,MCQ,Evaluate,4.13
QS17814,QZ1987,QF1369,2024-08-05,Business Studies,MCQ,Evaluate,2.71
QS17815,QZ1987,QF1369,2024-08-05,Business Studies,MCQ,Evaluate,5.0
QS17816,QZ1987,QF1369,2024-08-05,Business Studies,MCQ,Understand,2.92
QS17817,QZ1987,QF1369,2024-08-05,Business Studies,MCQ,Remember,1.2
QS17818,QZ1987,QF1369,2024-08-05,Business Studies,MCQ,Understand,2.11
QS17819,QZ1987,QF1369,2024-08-05,Business Studies,MCQ,Evaluate,5.0
QS17820,QZ1987,QF1369,2024-08-05,Business Studies,MCQ,Create,5.0
QS17821,QZ1987,QF1369,2024-08-05,Business Studies,MCQ,Analyze,4.69
QS17822,QZ1987,QF1369,2024-08-05,Business Studies,MCQ,Understand,3.97
QS17823,QZ1987,QF1369,2024-08-05,Business Studies,MCQ,Apply,2.09
QS17824,QZ1988,QF1369,2024-08-14,Physics,MCQ,Apply,4.14
QS17825,QZ1988,QF1369,2024-08-14,Physics,MCQ,Remember,1.46
QS17826,QZ1988,QF1369,2024-08-14,Physics,MCQ,Analyze,2.06
QS17827,QZ1988,QF1369,2024-08-14,Physics,MCQ,Understand,1.08
QS17828,QZ1988,QF1369,2024-08-14,Physics,MCQ,Understand,2.41
QS17829,QZ1988,QF1369,2024-08-14,Physics,MCQ,Remember,2.7
QS17830,QZ1988,QF1369,2024-08-14,Physics,MCQ,Understand,1.95
QS17831,QZ1988,QF1369,2024-08-14,Physics,MCQ,Remember,2.99
QS17832,QZ1989,QF1369,2024-08-30,General Knowledge,MCQ,Remember,1.59
QS17833,QZ1989,QF1369,2024-08-30,General Knowledge,MCQ,Remember,2.37
QS17834,QZ1989,QF1369,2024-08-30,General Knowledge,Open,Remember,1.0
QS17835,QZ1989,QF1369,2024-08-30,General Knowledge,MCQ,Remember,1.0
QS17836,QZ1989,QF1369,2024-08-30,General Knowledge,MCQ,Apply,2.29
QS17837,QZ1989,QF1369,2024-08-30,General Knowledge,MCQ,Analyze,4.63
QS17838,QZ1989,QF1369,2024-08-30,General Knowledge,MCQ,Understand,3.07
QS17839,QZ1990,QF1370,2024-06-25,Mathematics,MCQ,Apply,4.03
QS17840,QZ1990,QF1370,2024-06-25,Mathematics,MCQ,Analyze,3.98
QS17841,QZ1990,QF1370,2024-06-25,Mathematics,MCQ,Create,5.0
QS17842,QZ1990,QF1370,2024-06-25,Mathematics,MCQ,Evaluate,5.0
QS17843,QZ1990,QF1370,2024-06-25,Mathematics,MCQ,Analyze,3.8
QS17844,QZ1991,QF1370,2024-08-25,Computer Science,Open,Understand,3.87
QS17845,QZ1991,QF1370,2024-08-25,Computer Science,MCQ,Understand,2.54
QS17846,QZ1991,QF1370,2024-08-25,Computer Science,MCQ,Apply,2.9
QS17847,QZ1991,QF1370,2024-08-25,Computer Science,MCQ,Remember,2.56
QS17848,QZ1991,QF1370,2024-08-25,Computer Science,MCQ,Apply,3.29
QS17849,QZ1991,QF1370,2024-08-25,Computer Science,Open,Analyze,3.82
QS17850,QZ1991,QF1370,2024-08-25,Computer Science,MCQ,Remember,2.62
QS17851,QZ1991,QF1370,2024-08-25,Computer Science,Open,Understand,2.33
QS17852,QZ1992,QF1372,2024-08-07,History,MCQ,Apply,2.48
QS17853,QZ1992,QF1372,2024-08-07,History,MCQ,Analyze,3.6
QS17854,QZ1992,QF1372,2024-08-07,History,MCQ,Evaluate,4.66
QS17855,QZ1992,QF1372,2024-08-07,History,MCQ,Understand,2.29
QS17856,QZ1992,QF1372,2024-08-07,History,MCQ,Apply,2.06
QS17857,QZ1992,QF1372,2024-08-07,History,MCQ,Analyze,3.85
QS17858,QZ1992,QF1372,2024-08-07,History,MCQ,Evaluate,2.82
QS17859,QZ1992,QF1372,2024-08-07,History,MCQ,Remember,1.68
QS17860,QZ1993,QF1372,2024-07-22,General Knowledge,Open,Remember,2.97
QS17861,QZ1993,QF1372,2024-07-22,General Knowledge,Open,Remember,3.03
QS17862,QZ1993,QF1372,2024-07-22,General Knowledge,Open,Apply,2.97
QS17863,QZ1993,QF1372,2024-07-22,General Knowledge,MCQ,Apply,3.27
QS17864,QZ1993,QF1372,2024-07-22,General Knowledge,MCQ,Evaluate,4.5
QS17865,QZ1993,QF1372,2024-07-22,General Knowledge,MCQ,Remember,2.18
QS17866,QZ1993,QF1372,2024-07-22,General Knowledge,Open,Apply,2.42
QS17867,QZ1993,QF1372,2024-07-22,General Knowledge,MCQ,Analyze,4.34
QS17868,QZ1993,QF1372,2024-07-22,General Knowledge,Open,Evaluate,3.95
QS17869,QZ1993,QF1372,2024-07-22,General Knowledge,MCQ,Create,5.0
QS17870,QZ1994,QF1372,2024-08-18,English,MCQ,Apply,3.3
QS17871,QZ1994,QF1372,2024-08-18,English,MCQ,Remember,1.0
QS17872,QZ1994,QF1372,2024-08-18,English,MCQ,Remember,1.92
QS17873,QZ1994,QF1372,2024-08-18,English,MCQ,Understand,1.19
QS17874,QZ1994,QF1372,2024-08-18,English,MCQ,Remember,1.0
QS17875,QZ1994,QF1372,2024-08-18,English,MCQ,Evaluate,3.8
QS17876,QZ1994,QF1372,2024-08-18,English,MCQ,Understand,3.03
QS17877,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Understand,1.75
QS17878,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Apply,2.93
QS17879,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Understand,2.31
QS17880,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Understand,1.37
QS17881,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Remember,1.0
QS17882,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Remember,1.8
QS17883,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Apply,3.4
QS17884,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Understand,2.57
QS17885,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Remember,3.03
QS17886,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Remember,1.0
QS17887,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Understand,1.93
QS17888,QZ1995,QF1375,2024-07-20,Mathematics,MCQ,Evaluate,3.54
QS17889,QZ1996,QF1375,2024-08-21,Physics,MCQ,Remember,3.01
QS17890,QZ1996,QF1375,2024-08-21,Physics,MCQ,Analyze,2.32
QS17891,QZ1996,QF1375,2024-08-21,Physics,MCQ,Apply,3.85
QS17892,QZ1996,QF1375,2024-08-21,Physics,MCQ,Evaluate,4.72
QS17893,QZ1996,QF1375,2024-08-21,Physics,MCQ,Evaluate,4.03
QS17894,QZ1997,QF1375,2024-07-24,Biology,MCQ,Apply,2.49
QS17895,QZ1997,QF1375,2024-07-24,Biology,MCQ,Create,4.84
QS17896,QZ1997,QF1375,2024-07-24,Biology,MCQ,Analyze,5.0
QS17897,QZ1997,QF1375,2024-07-24,Biology,MCQ,Remember,1.46
QS17898,QZ1998,QF1376,2024-08-05,Programming,Open,Understand,1.78
QS17899,QZ1998,QF1376,2024-08-05,Programming,Open,Remember,1.0
QS17900,QZ1998,QF1376,2024-08-05,Programming,MCQ,Remember,1.3
QS17901,QZ1998,QF1376,2024-08-05,Programming,MCQ,Evaluate,4.7
QS17902,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Understand,3.48
QS17903,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Remember,2.61
QS17904,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Remember,3.64
QS17905,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Analyze,2.16
QS17906,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Evaluate,5.0
QS17907,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Understand,3.53
QS17908,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Understand,3.85
QS17909,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Remember,1.96
QS17910,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Understand,2.31
QS17911,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Analyze,2.51
QS17912,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Understand,2.09
QS17913,QZ1999,QF1376,2024-06-27,General Knowledge,MCQ,Remember,2.54
QS17914,QZ2000,QF1376,2024-07-01,General Knowledge,MCQ,Remember,2.1
QS17915,QZ2000,QF1376,2024-07-01,General Knowledge,MCQ,Remember,2.59
QS17916,QZ2000,QF1376,2024-07-01,General Knowledge,MCQ,Understand,2.17
QS17917,QZ2000,QF1376,2024-07-01,General Knowledge,MCQ,Understand,2.51
QS17918,QZ2000,QF1376,2024-07-01,General Knowledge,MCQ,Understand,3.79
QS17919,QZ2001,QF1377,2024-07-30,Mathematics,MCQ,Analyze,4.94
QS17920,QZ2001,QF1377,2024-07-30,Mathematics,MCQ,Apply,3.09
QS17921,QZ2001,QF1377,2024-07-30,Mathematics,MCQ,Remember,2.85
QS17922,QZ2001,QF1377,2024-07-30,Mathematics,MCQ,Understand,2.78
QS17923,QZ2002,QF1377,2024-08-09,Programming,MCQ,Understand,2.23
QS17924,QZ2002,QF1377,2024-08-09,Programming,MCQ,Apply,4.34
QS17925,QZ2003,QF1377,2024-06-30,English,MCQ,Understand,3.97
QS17926,QZ2003,QF1377,2024-06-30,English,MCQ,Remember,1.0
QS17927,QZ2003,QF1377,2024-06-30,English,MCQ,Evaluate,3.08
QS17928,QZ2003,QF1377,2024-06-30,English,MCQ,Remember,1.69
QS17929,QZ2003,QF1377,2024-06-30,English,MCQ,Analyze,3.48
QS17930,QZ2003,QF1377,2024-06-30,English,Open,Apply,3.41
QS17931,QZ2003,QF1377,2024-06-30,English,MCQ,Understand,3.3
QS17932,QZ2003,QF1377,2024-06-30,English,MCQ,Remember,1.01
QS17933,QZ2003,QF1377,2024-06-30,English,Open,Analyze,2.29
QS17934,QZ2003,QF1377,2024-06-30,English,MCQ,Evaluate,4.22
QS17935,QZ2003,QF1377,2024-06-30,English,MCQ,Understand,2.13
QS17936,QZ2003,QF1377,2024-06-30,English,MCQ,Analyze,3.92
QS17937,QZ2003,QF1377,2024-06-30,English,MCQ,Remember,2.06
QS17938,QZ2003,QF1377,2024-06-30,English,MCQ,Understand,2.39
QS17939,QZ2003,QF1377,2024-06-30,English,MCQ,Remember,1.0
QS17940,QZ2004,QF1377,2024-07-11,General Knowledge,MCQ,Analyze,4.64
QS17941,QZ2004,QF1377,2024-07-11,General Knowledge,Open,Understand,1.0
QS17942,QZ2004,QF1377,2024-07-11,General Knowledge,MCQ,Evaluate,4.38
QS17943,QZ2004,QF1377,2024-07-11,General Knowledge,MCQ,Apply,3.77
QS17944,QZ2004,QF1377,2024-07-11,General Knowledge,MCQ,Remember,1.22
QS17945,QZ2004,QF1377,2024-07-11,General Knowledge,Open,Remember,2.78
QS17946,QZ2004,QF1377,2024-07-11,General Knowledge,MCQ,Remember,2.5
QS17947,QZ2004,QF1377,2024-07-11,General Knowledge,MCQ,Remember,1.94
QS17948,QZ2005,QF1377,2024-08-04,Mathematics,MCQ,Understand,3.21
QS17949,QZ2005,QF1377,2024-08-04,Mathematics,MCQ,Apply,4.02
QS17950,QZ2005,QF1377,2024-08-04,Mathematics,MCQ,Apply,3.05
QS17951,QZ2005,QF1377,2024-08-04,Mathematics,MCQ,Create,5.0
QS17952,QZ2005,QF1377,2024-08-04,Mathematics,MCQ,Apply,3.09
QS17953,QZ2005,QF1377,2024-08-04,Mathematics,MCQ,Analyze,3.89
QS17954,QZ2006,QF1377,2024-08-06,Chemistry,MCQ,Remember,2.81
QS17955,QZ2006,QF1377,2024-08-06,Chemistry,MCQ,Remember,2.45
QS17956,QZ2006,QF1377,2024-08-06,Chemistry,MCQ,Remember,1.0
QS17957,QZ2006,QF1377,2024-08-06,Chemistry,MCQ,Understand,1.81
QS17958,QZ2006,QF1377,2024-08-06,Chemistry,MCQ,Remember,2.54
QS17959,QZ2006,QF1377,2024-08-06,Chemistry,MCQ,Understand,2.39
QS17960,QZ2006,QF1377,2024-08-06,Chemistry,MCQ,Analyze,2.61
QS17961,QZ2006,QF1377,2024-08-06,Chemistry,MCQ,Analyze,4.72
QS17962,QZ2006,QF1377,2024-08-06,Chemistry,MCQ,Apply,2.93
QS17963,QZ2007,QF1377,2024-07-04,Business Studies,MCQ,Understand,2.31
QS17964,QZ2007,QF1377,2024-07-04,Business Studies,MCQ,Apply,3.87
QS17965,QZ2007,QF1377,2024-07-04,Business Studies,MCQ,Apply,3.54
QS17966,QZ2007,QF1377,2024-07-04,Business Studies,MCQ,Remember,1.56
QS17967,QZ2007,QF1377,2024-07-04,Business Studies,MCQ,Apply,3.33
QS17968,QZ2007,QF1377,2024-07-04,Business Studies,MCQ,Apply,4.33
QS17969,QZ2007,QF1377,2024-07-04,Business Studies,MCQ,Apply,3.18
QS17970,QZ2008,QF1377,2024-07-26,Language,MCQ,Remember,2.25
QS17971,QZ2008,QF1377,2024-07-26,Language,MCQ,Apply,2.41
QS17972,QZ2008,QF1377,2024-07-26,Language,MCQ,Evaluate,5.0
QS17973,QZ2008,QF1377,2024-07-26,Language,Open,Remember,1.0
QS17974,QZ2008,QF1377,2024-07-26,Language,Open,Evaluate,4.74
QS17975,QZ2008,QF1377,2024-07-26,Language,MCQ,Remember,1.48
QS17976,QZ2008,QF1377,2024-07-26,Language,MCQ,Understand,3.73
QS17977,QZ2008,QF1377,2024-07-26,Language,MCQ,Create,4.5
QS17978,QZ2008,QF1377,2024-07-26,Language,MCQ,Understand,3.25
QS17979,QZ2009,QF1377,2024-08-02,Programming,Open,Understand,3.98
QS17980,QZ2009,QF1377,2024-08-02,Programming,MCQ,Analyze,4.7
QS17981,QZ2009,QF1377,2024-08-02,Programming,MCQ,Evaluate,5.0
QS17982,QZ2009,QF1377,2024-08-02,Programming,MCQ,Remember,1.79
QS17983,QZ2009,QF1377,2024-08-02,Programming,MCQ,Understand,2.91
QS17984,QZ2009,QF1377,2024-08-02,Programming,MCQ,Understand,1.48
QS17985,QZ2009,QF1377,2024-08-02,Programming,Open,Remember,2.46
QS17986,QZ2009,QF1377,2024-08-02,Programming,Open,Analyze,3.2
QS17987,QZ2009,QF1377,2024-08-02,Programming,Open,Evaluate,2.27
QS17988,QZ2009,QF1377,2024-08-02,Programming,MCQ,Apply,3.15
QS17989,QZ2010,QF1377,2024-07-17,Business Studies,Open,Evaluate,4.42
QS17990,QZ2010,QF1377,2024-07-17,Business Studies,Open,Remember,2.94
QS17991,QZ2010,QF1377,2024-07-17,Business Studies,MCQ,Apply,2.62
QS17992,QZ2010,QF1377,2024-07-17,Business Studies,MCQ,Remember,1.0
QS17993,QZ2010,QF1377,2024-07-17,Business Studies,Open,Evaluate,5.0
QS17994,QZ2010,QF1377,2024-07-17,Business Studies,Open,Remember,1.0
QS17995,QZ2010,QF1377,2024-07-17,Business Studies,Open,Understand,2.9
QS17996,QZ2010,QF1377,2024-07-17,Business Studies,MCQ,Understand,3.51
QS17997,QZ2010,QF1377,2024-07-17,Business Studies,MCQ,Analyze,3.91
QS17998,QZ2010,QF1377,2024-07-17,Business Studies,MCQ,Remember,1.91
QS17999,QZ2011,QF1377,2024-08-04,English,MCQ,Understand,3.66
QS18000,QZ2011,QF1377,2024-08-04,English,MCQ,Understand,2.61
QS18001,QZ2011,QF1377,2024-08-04,English,MCQ,Understand,2.28
QS18002,QZ2011,QF1377,2024-08-04,English,MCQ,Analyze,4.21
QS18003,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Remember,1.0
QS18004,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Understand,4.09
QS18005,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Remember,2.13
QS18006,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Understand,2.02
QS18007,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Understand,2.0
QS18008,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Evaluate,4.49
QS18009,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Remember,3.25
QS18010,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Remember,1.56
QS18011,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Understand,2.44
QS18012,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Analyze,4.13
QS18013,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Remember,1.86
QS18014,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Remember,1.0
QS18015,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Evaluate,4.5
QS18016,QZ2012,QF1378,2024-08-24,Chemistry,MCQ,Apply,2.75
QS18017,QZ2013,QF1379,2024-08-23,General Knowledge,MCQ,Create,4.83
QS18018,QZ2013,QF1379,2024-08-23,General Knowledge,MCQ,Understand,2.13
QS18019,QZ2013,QF1379,2024-08-23,General Knowledge,MCQ,Remember,1.86
QS18020,QZ2014,QF1380,2024-06-22,Computer Science,MCQ,Understand,2.82
QS18021,QZ2014,QF1380,2024-06-22,Computer Science,MCQ,Remember,3.22
QS18022,QZ2014,QF1380,2024-06-22,Computer Science,Open,Understand,3.57
QS18023,QZ2014,QF1380,2024-06-22,Computer Science,MCQ,Evaluate,2.99
QS18024,QZ2014,QF1380,2024-06-22,Computer Science,MCQ,Remember,1.16
QS18025,QZ2014,QF1380,2024-06-22,Computer Science,MCQ,Evaluate,3.65
QS18026,QZ2014,QF1380,2024-06-22,Computer Science,MCQ,Apply,2.89
QS18027,QZ2014,QF1380,2024-06-22,Computer Science,MCQ,Apply,3.85
QS18028,QZ2014,QF1380,2024-06-22,Computer Science,MCQ,Analyze,4.36
QS18029,QZ2015,QF1380,2024-06-29,Programming,MCQ,Apply,3.8
QS18030,QZ2015,QF1380,2024-06-29,Programming,MCQ,Understand,3.39
QS18031,QZ2015,QF1380,2024-06-29,Programming,MCQ,Understand,3.64
