quiz_id,creator_id,creation_date,topic,quiz_type,num_questions,avg_difficulty,dominant_bloom_level,popularity_score
QZ1672,QF1249,06-08-2024,Computer Science,MCQ,9,2.58,Remember,1.47
QZ1673,QF1249,04-06-2024,Business Studies,MCQ,1,2.07,Apply,3.39
QZ1674,QF1249,19-08-2024,Mathematics,MCQ,8,3.5,Apply,1.95
QZ1675,QF1249,22-08-2024,Computer Science,Open,7,3.05,Remember,1.92
QZ1676,QF1249,03-07-2024,History,MCQ,7,2.62,Understand,8.19
QZ1677,QF1249,02-08-2024,Programming,MCQ,4,1.62,Understand,3.9
QZ1678,QF1249,03-08-2024,Programming,MCQ,9,3.06,Remember,5.46
QZ1679,QF1250,21-07-2024,Computer Science,MCQ,19,3.5,Understand,0.44
QZ1680,QF1251,19-08-2024,Chemistry,Mixed,12,3.08,Remember,5.44
QZ1681,QF1252,26-05-2024,Business Studies,MCQ,5,2.58,Understand,1.4
QZ1682,QF1252,25-08-2024,Chemistry,MCQ,5,2.7,Understand,0.85
QZ1683,QF1252,26-07-2024,General Knowledge,MCQ,9,3.22,Remember,0.31
QZ1684,QF1252,08-07-2024,Language,Open,9,2.83,Remember,1.95
QZ1685,QF1252,04-08-2024,Mathematics,Mixed,4,3.13,Remember,5.69
QZ1686,QF1254,21-08-2024,Computer Science,Mixed,5,3.2,Apply,2.26
QZ1687,QF1254,29-07-2024,General Knowledge,MCQ,7,3.28,Apply,6.48
QZ1688,QF1254,04-07-2024,General Knowledge,MCQ,7,2.67,Understand,0.21
QZ1689,QF1254,12-08-2024,Programming,MCQ,5,3.92,Apply,0.5
QZ1690,QF1254,20-08-2024,Mathematics,MCQ,7,2.67,Understand,0.52
QZ1691,QF1254,24-08-2024,Physics,MCQ,10,2.83,Understand,7.01
QZ1692,QF1256,21-08-2024,Programming,MCQ,7,3.28,Evaluate,2.15
QZ1693,QF1257,05-06-2024,Computer Science,Mixed,5,2.87,Apply,5.61
QZ1694,QF1257,03-07-2024,Chemistry,MCQ,4,2.97,Remember,2.16
QZ1695,QF1257,13-07-2024,Business Studies,Mixed,4,3.12,Understand,4.52
QZ1696,QF1257,14-06-2024,Chemistry,MCQ,5,2.3,Remember,1.05
QZ1697,QF1258,15-07-2024,Mathematics,MCQ,9,3.13,Apply,1.69
QZ1698,QF1258,16-07-2024,English,MCQ,4,2.2,Remember,4.54
QZ1699,QF1258,20-07-2024,Computer Science,MCQ,10,2.87,Understand,2.12
QZ1700,QF1258,07-08-2024,History,MCQ,11,3.18,Remember,1.84
QZ1701,QF1258,18-08-2024,Biology,Open,7,2.97,Understand,2.92
QZ1702,QF1259,18-06-2024,Business Studies,Mixed,8,3.26,Understand,1.02
QZ1703,QF1259,12-07-2024,History,MCQ,8,3.88,Analyze,2.44
QZ1704,QF1259,17-07-2024,History,MCQ,9,2.46,Understand,0.95
QZ1705,QF1259,05-08-2024,Computer Science,MCQ,2,2.8,Remember,0.45
QZ1706,QF1259,28-07-2024,English,Mixed,12,2.99,Remember,4.21
QZ1707,QF1259,28-06-2024,Computer Science,MCQ,7,2.69,Apply,0.55
QZ1708,QF1260,01-08-2024,English,Mixed,7,2.76,Understand,0.8
QZ1709,QF1260,21-08-2024,Physics,Open,4,2.82,Understand,0.39
QZ1710,QF1262,22-08-2024,Business Studies,MCQ,13,2.36,Understand,2.73
QZ1711,QF1262,25-07-2024,Mathematics,Mixed,7,3.06,Understand,0.1
QZ1712,QF1263,15-07-2024,Language,MCQ,5,2.27,Understand,0.52
QZ1713,QF1263,28-06-2024,Mathematics,Open,7,3.12,Understand,0.32
QZ1714,QF1264,15-08-2024,History,MCQ,9,2.6,Remember,6.59
QZ1715,QF1264,30-06-2024,Biology,MCQ,9,3.49,Understand,1.36
QZ1716,QF1264,26-07-2024,Programming,MCQ,6,2.89,Understand,2.57
QZ1717,QF1264,29-06-2024,Physics,MCQ,6,2.24,Understand,3.08
QZ1718,QF1264,31-08-2024,Programming,MCQ,8,2.24,Remember,2.45
QZ1719,QF1264,30-08-2024,Mathematics,Open,7,2.35,Understand,4.4
QZ1720,QF1264,14-07-2024,Mathematics,Mixed,9,2.72,Remember,3.89
QZ1721,QF1265,22-07-2024,Biology,MCQ,9,2.58,Remember,0.86
QZ1722,QF1267,17-08-2024,Biology,Mixed,4,2.87,Understand,0.92
QZ1723,QF1267,02-08-2024,Mathematics,Mixed,10,2.99,Apply,1.85
QZ1724,QF1267,21-08-2024,General Knowledge,MCQ,7,3.55,Understand,0.1
QZ1725,QF1268,19-08-2024,Chemistry,MCQ,8,3.72,Analyze,2.48
QZ1726,QF1269,17-08-2024,Biology,MCQ,9,2.92,Remember,3.87
QZ1727,QF1269,18-08-2024,Chemistry,MCQ,5,2.66,Remember,7.98
QZ1728,QF1269,14-06-2024,Business Studies,Mixed,4,3,Remember,0.36
QZ1729,QF1269,20-08-2024,Programming,MCQ,8,2.16,Remember,2.75
QZ1730,QF1269,22-06-2024,Physics,MCQ,5,3.09,Analyze,15
QZ1731,QF1269,27-06-2024,General Knowledge,MCQ,11,3.01,Analyze,0.26
QZ1732,QF1269,08-08-2024,Biology,MCQ,7,2.89,Remember,0.48
QZ1733,QF1269,10-07-2024,Business Studies,MCQ,8,3.09,Apply,1.9
QZ1734,QF1269,24-06-2024,English,MCQ,9,2.74,Understand,2.94
QZ1735,QF1271,18-08-2024,History,Mixed,7,2.79,Remember,0.81
QZ1736,QF1271,13-08-2024,Chemistry,Mixed,12,2.69,Remember,2
QZ1737,QF1271,07-06-2024,General Knowledge,MCQ,7,3.01,Understand,12.47
QZ1738,QF1271,17-07-2024,General Knowledge,MCQ,8,2.49,Remember,1.78
QZ1739,QF1271,21-08-2024,Physics,Mixed,4,3.34,Evaluate,1.34
QZ1740,QF1271,28-08-2024,Chemistry,MCQ,10,2.55,Remember,5.17
QZ1741,QF1271,25-06-2024,English,MCQ,15,2.52,Remember,1.45
QZ1742,QF1271,17-06-2024,Physics,Open,8,2.35,Remember,8.65
QZ1743,QF1271,18-08-2024,General Knowledge,MCQ,9,3.07,Apply,1
QZ1744,QF1272,26-07-2024,Mathematics,MCQ,4,3.39,Apply,2.36
QZ1745,QF1272,08-08-2024,English,MCQ,6,2.35,Understand,1.63
QZ1746,QF1272,01-08-2024,General Knowledge,MCQ,4,2.84,Apply,0.64
QZ1747,QF1272,24-08-2024,Programming,MCQ,9,3.2,Apply,1.31
QZ1748,QF1273,02-07-2024,Computer Science,Open,5,4.13,Evaluate,0.63
QZ1749,QF1274,09-06-2024,Computer Science,MCQ,10,2.9,Remember,0.41
QZ1750,QF1275,16-07-2024,Biology,MCQ,7,2.48,Apply,0.3
QZ1751,QF1276,19-06-2024,Physics,MCQ,3,3.46,Analyze,0.33
QZ1752,QF1277,06-06-2024,General Knowledge,MCQ,11,2.85,Understand,2.65
QZ1753,QF1277,28-08-2024,Programming,Mixed,11,2.66,Remember,2
QZ1754,QF1277,26-07-2024,Biology,Mixed,6,2.65,Remember,4.73
QZ1755,QF1278,28-07-2024,Physics,MCQ,10,3.29,Apply,1.6
QZ1756,QF1278,26-07-2024,English,Mixed,5,3.08,Evaluate,5.01
QZ1757,QF1278,12-07-2024,Programming,MCQ,8,4.03,Evaluate,0.48
QZ1758,QF1278,21-08-2024,General Knowledge,MCQ,11,3.13,Remember,4.28
QZ1759,QF1278,05-08-2024,Physics,Mixed,6,4.04,Evaluate,2.39
QZ1760,QF1278,29-08-2024,General Knowledge,MCQ,7,3.03,Understand,7.28
QZ1761,QF1278,27-07-2024,Mathematics,MCQ,8,2.68,Evaluate,3.11
QZ1762,QF1278,18-07-2024,History,MCQ,9,1.66,Remember,9.2
QZ1763,QF1278,16-06-2024,Language,MCQ,6,2.73,Apply,1.22
QZ1764,QF1278,30-07-2024,Computer Science,MCQ,10,2.59,Understand,3.04
QZ1765,QF1278,23-06-2024,Programming,MCQ,8,3.63,Understand,4.34
QZ1766,QF1278,10-06-2024,History,MCQ,6,2.18,Understand,4.66
QZ1767,QF1278,05-08-2024,Physics,Open,6,3.06,Apply,6.95
QZ1768,QF1278,13-06-2024,Language,Open,10,3.13,Apply,1.58
QZ1769,QF1280,05-07-2024,Programming,Open,8,3.32,Evaluate,0.36
QZ1770,QF1281,25-07-2024,History,MCQ,4,2.33,Remember,0.36
QZ1771,QF1281,23-08-2024,Mathematics,Mixed,5,4.13,Evaluate,0.35
QZ1772,QF1281,17-06-2024,Computer Science,MCQ,8,2.85,Understand,0.12
QZ1773,QF1283,16-06-2024,Business Studies,Open,6,4.25,Evaluate,3
QZ1774,QF1283,07-07-2024,Physics,MCQ,4,2.73,Understand,3.43
QZ1775,QF1283,07-06-2024,Computer Science,Mixed,7,3.07,Understand,0.13
QZ1776,QF1283,01-07-2024,History,MCQ,10,2.73,Understand,1.78
QZ1777,QF1283,29-06-2024,Programming,MCQ,9,2.89,Understand,0.78
QZ1778,QF1283,11-06-2024,Business Studies,Mixed,12,2.84,Remember,2.73
QZ1779,QF1283,01-08-2024,Chemistry,Open,9,3.44,Remember,4.15
QZ1780,QF1283,07-07-2024,Computer Science,Open,6,2.89,Understand,2.21
QZ1781,QF1283,14-06-2024,Chemistry,MCQ,9,3.19,Understand,0.47
QZ1782,QF1283,17-08-2024,Language,MCQ,7,2.34,Understand,3.18
QZ1783,QF1283,03-08-2024,Programming,MCQ,6,3.56,Evaluate,8.41
QZ1784,QF1283,27-07-2024,English,Mixed,7,3.37,Remember,8.63
QZ1785,QF1283,20-08-2024,General Knowledge,Mixed,9,3.54,Understand,5.25
QZ1786,QF1283,06-08-2024,Language,MCQ,6,2.48,Understand,0.98
QZ1787,QF1283,27-06-2024,Business Studies,Open,8,2.22,Remember,0.71
QZ1788,QF1283,26-06-2024,Business Studies,MCQ,12,2.82,Remember,5.85
QZ1789,QF1283,05-08-2024,Computer Science,MCQ,8,2.5,Remember,0.24
QZ1790,QF1283,31-07-2024,General Knowledge,MCQ,6,3.05,Analyze,0.83
QZ1791,QF1284,13-08-2024,English,MCQ,5,3.41,Apply,0.95
QZ1792,QF1284,25-06-2024,History,Open,11,2.87,Apply,1.64
QZ1793,QF1284,29-08-2024,Biology,MCQ,10,3.12,Remember,8.56
QZ1794,QF1284,17-08-2024,Physics,Mixed,9,2.65,Remember,5.59
QZ1795,QF1284,16-06-2024,English,Mixed,6,3.29,Remember,1.77
QZ1796,QF1284,20-08-2024,Business Studies,Mixed,11,2.92,Remember,5.46
QZ1797,QF1284,09-08-2024,Biology,MCQ,6,3.34,Understand,7.18
QZ1798,QF1284,18-07-2024,Business Studies,MCQ,11,3.1,Analyze,3.48
QZ1799,QF1284,14-08-2024,General Knowledge,MCQ,12,3.03,Remember,1.87
QZ1800,QF1284,02-06-2024,General Knowledge,MCQ,6,2.92,Understand,0.22
QZ1801,QF1284,14-08-2024,Programming,MCQ,8,3.41,Remember,2.81
QZ1802,QF1287,27-07-2024,Computer Science,MCQ,5,2.5,Understand,1.28
QZ1803,QF1288,05-08-2024,History,MCQ,5,2.81,Remember,0.61
QZ1804,QF1289,31-07-2024,Mathematics,MCQ,6,2.73,Understand,0.37
QZ1805,QF1289,13-08-2024,Business Studies,Mixed,8,2.47,Analyze,0.85
QZ1806,QF1290,03-08-2024,History,MCQ,6,2.66,Understand,0.63
QZ1807,QF1291,12-08-2024,Chemistry,Mixed,12,3.2,Remember,0.86
QZ1808,QF1294,06-08-2024,Business Studies,Mixed,7,2.27,Remember,1.28
QZ1809,QF1294,25-07-2024,Biology,MCQ,9,2.98,Understand,2.96
QZ1810,QF1294,14-08-2024,History,MCQ,8,3.03,Analyze,11.8
QZ1811,QF1294,08-08-2024,English,MCQ,6,3.21,Analyze,6.14
QZ1812,QF1294,30-07-2024,History,MCQ,10,2.56,Remember,2.75
QZ1813,QF1294,25-07-2024,English,MCQ,10,3.53,Understand,1.71
QZ1814,QF1294,06-06-2024,General Knowledge,MCQ,9,2.55,Remember,7.83
QZ1815,QF1295,04-06-2024,English,MCQ,5,3.98,Understand,1.94
QZ1816,QF1295,21-06-2024,Language,Open,4,2.98,Understand,0.63
QZ1817,QF1295,12-06-2024,Mathematics,Mixed,3,1.47,Understand,4.68
QZ1818,QF1295,10-07-2024,Language,MCQ,7,3.61,Understand,2.09
QZ1819,QF1295,22-08-2024,Biology,MCQ,7,3.15,Analyze,3.51
QZ1820,QF1295,26-06-2024,Physics,Mixed,8,2.72,Understand,4.46
QZ1821,QF1295,16-08-2024,Biology,MCQ,9,3.08,Understand,8.63
QZ1822,QF1295,26-06-2024,Computer Science,MCQ,7,2.73,Understand,0.1
QZ1823,QF1295,19-08-2024,Business Studies,MCQ,6,2.49,Remember,0.1
QZ1824,QF1295,03-08-2024,Language,MCQ,11,2.7,Remember,2.93
QZ1825,QF1295,15-08-2024,Biology,MCQ,12,3.21,Evaluate,2.44
QZ1826,QF1295,23-06-2024,Business Studies,MCQ,14,3.26,Understand,0.98
QZ1827,QF1295,18-08-2024,Programming,MCQ,10,3.08,Remember,2.39
QZ1828,QF1295,05-06-2024,Business Studies,MCQ,6,2.97,Understand,0.85
QZ1829,QF1295,31-08-2024,Business Studies,Open,13,2.02,Remember,3.86
QZ1830,QF1296,04-07-2024,Mathematics,Mixed,7,2.78,Understand,9.5
QZ1831,QF1296,10-07-2024,Physics,Mixed,11,2.87,Understand,0.27
QZ1832,QF1296,16-06-2024,English,MCQ,7,3.24,Remember,3.81
QZ1833,QF1296,08-08-2024,Biology,MCQ,4,3.61,Understand,4.56
QZ1834,QF1296,16-07-2024,Computer Science,MCQ,5,3.9,Understand,1.32
QZ1835,QF1296,04-06-2024,Biology,Mixed,11,2.67,Remember,2.75
QZ1836,QF1296,16-08-2024,English,MCQ,8,2.68,Remember,15
QZ1837,QF1296,13-08-2024,Programming,MCQ,13,3.51,Analyze,3.33
QZ1838,QF1296,22-08-2024,General Knowledge,MCQ,10,2.91,Remember,4.3
QZ1839,QF1296,02-07-2024,History,MCQ,7,3.01,Understand,2.94
QZ1840,QF1296,04-06-2024,Business Studies,MCQ,7,2.98,Apply,0.93
QZ1841,QF1296,05-08-2024,Language,MCQ,4,4.62,Create,4.06
QZ1842,QF1296,30-06-2024,Language,MCQ,6,2.49,Remember,3.74
QZ1843,QF1296,05-06-2024,History,MCQ,9,3.71,Evaluate,11.51
QZ1844,QF1296,31-07-2024,Computer Science,Mixed,7,3.38,Apply,1.92
QZ1845,QF1296,11-08-2024,Language,MCQ,9,2.95,Apply,0.32
QZ1846,QF1296,21-08-2024,History,MCQ,9,3.35,Understand,2.16
QZ1847,QF1296,19-08-2024,History,MCQ,7,2.78,Remember,5.1
QZ1848,QF1296,17-08-2024,Business Studies,Mixed,9,3.42,Apply,3.04
QZ1849,QF1297,30-08-2024,English,MCQ,9,2.6,Remember,0.61
QZ1850,QF1298,06-08-2024,English,Mixed,6,3.03,Understand,0.3
QZ1851,QF1298,17-06-2024,English,MCQ,8,2.9,Understand,1.21
QZ1852,QF1298,28-06-2024,Biology,Open,5,3.2,Apply,3.13
QZ1853,QF1300,13-07-2024,Physics,Open,8,3.19,Understand,1.34
QZ1854,QF1300,21-08-2024,Biology,MCQ,11,3.93,Understand,2.61
QZ1855,QF1302,31-07-2024,History,MCQ,7,2.91,Understand,0.56
QZ1856,QF1302,21-07-2024,Physics,Open,8,3.01,Analyze,1.54
QZ1857,QF1302,16-08-2024,Language,MCQ,9,2.57,Understand,2.87
QZ1858,QF1303,11-06-2024,Chemistry,MCQ,5,2.65,Understand,0.43
QZ1859,QF1304,17-08-2024,Biology,Mixed,9,3.05,Remember,1.01
QZ1860,QF1304,01-08-2024,Biology,Mixed,5,2.73,Remember,5.05
QZ1861,QF1304,21-07-2024,Business Studies,MCQ,6,3.64,Apply,1.13
QZ1862,QF1305,01-07-2024,English,Mixed,4,2.75,Evaluate,4.17
QZ1863,QF1306,17-06-2024,General Knowledge,MCQ,9,3.21,Understand,1.05
QZ1864,QF1306,29-06-2024,Language,MCQ,7,2.98,Remember,1.56
QZ1865,QF1308,30-07-2024,General Knowledge,Mixed,7,3.56,Remember,0.55
QZ1866,QF1310,20-06-2024,English,Open,8,3.02,Remember,1.42
QZ1867,QF1311,23-08-2024,Physics,MCQ,9,2.75,Remember,0.57
QZ1868,QF1314,13-08-2024,Biology,MCQ,14,2.98,Remember,0.55
QZ1869,QF1315,27-08-2024,English,Open,2,3.02,Understand,0.18
QZ1870,QF1315,29-08-2024,Biology,MCQ,6,2.92,Understand,8.98
QZ1871,QF1315,08-08-2024,History,Mixed,9,3.08,Understand,5.67
QZ1872,QF1316,04-08-2024,Chemistry,MCQ,6,2.73,Apply,2.19
QZ1873,QF1316,08-08-2024,English,MCQ,7,2.93,Understand,9.17
QZ1874,QF1316,04-07-2024,Mathematics,Mixed,7,3.06,Apply,6.03
QZ1875,QF1316,24-07-2024,Language,MCQ,13,3.01,Remember,0.75
QZ1876,QF1316,18-08-2024,Chemistry,MCQ,10,3.13,Remember,0.12
QZ1877,QF1316,09-06-2024,English,Mixed,8,2,Understand,0.6
QZ1878,QF1316,08-08-2024,Mathematics,Open,6,2.71,Understand,7.99
QZ1879,QF1317,15-08-2024,Mathematics,MCQ,11,2.8,Remember,1.28
QZ1880,QF1318,14-07-2024,Language,Open,6,2.69,Remember,3.64
QZ1881,QF1318,15-07-2024,English,Mixed,10,3.49,Apply,1.31
QZ1882,QF1318,20-07-2024,Chemistry,Mixed,9,3.03,Remember,1.19
QZ1883,QF1318,25-08-2024,Programming,Mixed,9,3.83,Analyze,2.76
QZ1884,QF1318,12-07-2024,Business Studies,MCQ,8,3.09,Apply,6.62
QZ1885,QF1318,06-08-2024,Physics,Mixed,9,2.96,Evaluate,1.64
QZ1886,QF1320,01-07-2024,Mathematics,Mixed,12,2.76,Understand,1.6
QZ1887,QF1320,28-06-2024,General Knowledge,Mixed,8,2.51,Remember,3.75
QZ1888,QF1320,14-08-2024,English,Open,7,2.72,Remember,3.49
QZ1889,QF1320,20-08-2024,Business Studies,MCQ,9,2.4,Remember,0.63
QZ1890,QF1321,20-07-2024,Business Studies,MCQ,5,2.83,Remember,0.8
QZ1891,QF1323,18-06-2024,Business Studies,Mixed,10,2.77,Understand,1.55
QZ1892,QF1323,20-06-2024,History,MCQ,7,2.95,Remember,6.76
QZ1893,QF1323,25-08-2024,Chemistry,MCQ,6,2.04,Remember,0.69
QZ1894,QF1323,04-07-2024,Mathematics,Mixed,5,2.88,Remember,0.12
QZ1895,QF1323,27-06-2024,English,MCQ,9,2.95,Analyze,8.43
QZ1896,QF1323,12-08-2024,Business Studies,Mixed,7,3.7,Remember,2.03
QZ1897,QF1324,14-07-2024,Physics,Open,8,3.32,Understand,2.96
QZ1898,QF1324,05-08-2024,Physics,MCQ,7,2.69,Evaluate,1.65
QZ1899,QF1324,31-08-2024,Computer Science,MCQ,5,3.37,Understand,3.39
QZ1900,QF1325,17-07-2024,Business Studies,MCQ,10,2.94,Remember,0.82
QZ1901,QF1325,17-07-2024,Physics,MCQ,10,2.79,Understand,2.2
QZ1902,QF1325,14-08-2024,General Knowledge,Mixed,9,3.03,Remember,0.8
QZ1903,QF1325,31-07-2024,Programming,MCQ,5,2.8,Remember,4.28
QZ1904,QF1327,13-07-2024,Programming,MCQ,6,2.52,Understand,1.22
QZ1905,QF1328,21-06-2024,Mathematics,Mixed,5,3.84,Understand,1.27
QZ1906,QF1329,11-08-2024,Chemistry,Mixed,6,2.09,Remember,6.83
QZ1907,QF1329,08-07-2024,Chemistry,Mixed,4,3.19,Remember,0.87
QZ1908,QF1329,21-07-2024,General Knowledge,MCQ,10,3.08,Apply,2.45
QZ1909,QF1332,26-07-2024,English,MCQ,10,3.09,Remember,1.2
QZ1910,QF1332,07-08-2024,Physics,MCQ,6,3.2,Understand,2.22
QZ1911,QF1332,23-08-2024,Biology,MCQ,9,3.62,Apply,0.51
QZ1912,QF1332,16-08-2024,Physics,Open,7,3.77,Remember,0.35
QZ1913,QF1333,23-07-2024,Language,MCQ,7,3.2,Remember,0.87
QZ1914,QF1334,05-07-2024,Computer Science,Mixed,8,2.83,Remember,0.1
QZ1915,QF1334,23-07-2024,General Knowledge,Mixed,6,2.49,Apply,1.28
QZ1916,QF1336,04-07-2024,General Knowledge,Mixed,8,3.38,Evaluate,3.02
QZ1917,QF1336,08-07-2024,General Knowledge,MCQ,8,3.03,Remember,3.58
QZ1918,QF1336,10-08-2024,Biology,MCQ,15,3,Remember,2.85
QZ1919,QF1338,30-07-2024,Language,Mixed,5,3.03,Understand,1.63
QZ1920,QF1338,16-07-2024,Computer Science,MCQ,4,3.28,Apply,0.73
QZ1921,QF1338,01-08-2024,Business Studies,MCQ,3,2.91,Remember,4.68
QZ1922,QF1339,23-06-2024,Business Studies,Mixed,7,2.94,Remember,0.2
QZ1923,QF1339,01-08-2024,English,Mixed,7,2.48,Remember,1.76
QZ1924,QF1339,04-08-2024,General Knowledge,MCQ,4,2.23,Understand,2.84
QZ1925,QF1339,28-06-2024,Computer Science,MCQ,9,3.02,Remember,1.06
QZ1926,QF1339,01-08-2024,English,Open,9,3.31,Understand,0.34
QZ1927,QF1340,02-07-2024,General Knowledge,Mixed,12,3.19,Analyze,1.95
QZ1928,QF1342,18-08-2024,General Knowledge,MCQ,7,2.52,Understand,0.73
QZ1929,QF1344,22-08-2024,Mathematics,MCQ,12,2.61,Remember,2.07
QZ1930,QF1344,12-06-2024,General Knowledge,MCQ,7,2.75,Understand,0.19
QZ1931,QF1345,21-08-2024,Physics,Mixed,7,2.7,Remember,0.2
QZ1932,QF1346,08-08-2024,Biology,Mixed,2,3.38,Understand,1.75
QZ1933,QF1349,21-08-2024,Programming,MCQ,5,2.99,Understand,1.92
QZ1934,QF1349,27-08-2024,Biology,MCQ,4,2.61,Understand,11.79
QZ1935,QF1349,18-08-2024,English,MCQ,3,2.28,Analyze,0.8
QZ1936,QF1349,21-06-2024,Programming,MCQ,6,2.77,Remember,4.93
QZ1937,QF1349,08-07-2024,Physics,Mixed,9,3.13,Understand,0.1
QZ1938,QF1349,04-08-2024,Chemistry,MCQ,8,3.27,Remember,4.95
QZ1939,QF1349,31-07-2024,Biology,MCQ,9,3.17,Remember,0.66
QZ1940,QF1349,23-06-2024,Chemistry,Mixed,3,3.46,Analyze,0.98
QZ1941,QF1349,16-06-2024,Language,MCQ,15,3.05,Understand,3.04
QZ1942,QF1349,18-08-2024,Physics,MCQ,2,2.47,Evaluate,1.01
QZ1943,QF1349,22-08-2024,Chemistry,MCQ,5,3.07,Understand,11.26
QZ1944,QF1350,17-08-2024,Mathematics,MCQ,7,2.8,Apply,1.03
QZ1945,QF1351,29-07-2024,Computer Science,MCQ,11,3.26,Evaluate,1.9
QZ1946,QF1352,12-07-2024,Business Studies,MCQ,10,3.08,Understand,0.81
QZ1947,QF1353,27-07-2024,General Knowledge,MCQ,10,2.71,Remember,0.1
QZ1948,QF1354,17-07-2024,Business Studies,MCQ,12,3.15,Remember,6.88
QZ1949,QF1355,23-08-2024,English,MCQ,9,2.7,Understand,1.49
QZ1950,QF1355,30-07-2024,Mathematics,MCQ,12,3.27,Understand,1.44
QZ1951,QF1355,26-08-2024,Biology,Mixed,6,3.02,Understand,2.81
QZ1952,QF1355,28-08-2024,English,MCQ,11,2.97,Apply,2.48
QZ1953,QF1355,13-08-2024,English,MCQ,7,2.66,Remember,1.55
QZ1954,QF1355,25-07-2024,Business Studies,MCQ,8,2.29,Understand,0.42
QZ1955,QF1356,18-08-2024,Physics,MCQ,8,3.15,Remember,5.33
QZ1956,QF1356,30-06-2024,Programming,MCQ,11,2.5,Understand,0.31
QZ1957,QF1356,30-08-2024,Biology,MCQ,11,2.97,Remember,1.39
QZ1958,QF1356,12-07-2024,English,MCQ,13,2.67,Understand,0.21
QZ1959,QF1357,24-07-2024,Programming,Mixed,4,3.01,Understand,0.87
QZ1960,QF1358,19-08-2024,General Knowledge,Mixed,6,2.65,Understand,0.91
QZ1961,QF1359,31-07-2024,Programming,MCQ,9,3.06,Understand,0.35
QZ1962,QF1360,25-06-2024,Biology,MCQ,10,3.45,Analyze,0.56
QZ1963,QF1360,26-08-2024,Computer Science,Mixed,7,2.86,Remember,0.1
QZ1964,QF1360,08-08-2024,Physics,Mixed,7,2.49,Remember,0.12
QZ1965,QF1360,21-07-2024,Language,Open,8,2.7,Remember,2.05
QZ1966,QF1362,02-07-2024,Biology,Mixed,4,3.36,Analyze,0.4
QZ1967,QF1362,08-07-2024,Programming,MCQ,7,2.91,Remember,0.68
QZ1968,QF1362,08-07-2024,Chemistry,Mixed,5,3.14,Remember,3.46
QZ1969,QF1364,22-08-2024,English,MCQ,3,2.84,Remember,11.92
QZ1970,QF1364,25-07-2024,Chemistry,MCQ,5,3.32,Evaluate,1.79
QZ1971,QF1364,21-08-2024,Physics,Mixed,3,3.94,Evaluate,0.62
QZ1972,QF1364,11-08-2024,Mathematics,Open,12,2.79,Remember,0.13
QZ1973,QF1366,30-08-2024,Chemistry,Open,5,4.62,Evaluate,5.44
QZ1974,QF1366,08-08-2024,English,MCQ,10,2.81,Understand,1.24
QZ1975,QF1366,10-08-2024,General Knowledge,Mixed,9,3.53,Analyze,9.79
QZ1976,QF1366,25-08-2024,General Knowledge,MCQ,3,3.56,Apply,3.22
QZ1977,QF1366,18-07-2024,English,MCQ,6,2.54,Remember,5.83
QZ1978,QF1366,10-07-2024,Business Studies,Mixed,6,3.4,Understand,15
QZ1979,QF1366,19-08-2024,Physics,MCQ,15,3.26,Remember,0.13
QZ1980,QF1367,23-07-2024,Business Studies,Mixed,6,3.45,Understand,0.1
QZ1981,QF1367,06-07-2024,English,Mixed,13,3.45,Apply,1.34
QZ1982,QF1367,30-08-2024,Computer Science,Mixed,4,3.42,Apply,0.18
QZ1983,QF1367,24-07-2024,English,Mixed,9,2.94,Analyze,0.1
QZ1984,QF1367,24-08-2024,Language,Mixed,4,3.49,Understand,0.45
QZ1985,QF1368,30-07-2024,Language,MCQ,10,2.93,Remember,0.29
QZ1986,QF1368,21-08-2024,Business Studies,MCQ,7,2.42,Remember,0.94
QZ1987,QF1369,05-08-2024,Business Studies,MCQ,11,3.53,Evaluate,2.74
QZ1988,QF1369,14-08-2024,Physics,MCQ,8,2.35,Understand,0.16
QZ1989,QF1369,30-08-2024,General Knowledge,Mixed,7,2.28,Remember,5
QZ1990,QF1370,25-06-2024,Mathematics,MCQ,5,4.36,Analyze,5.83
QZ1991,QF1370,25-08-2024,Computer Science,Mixed,8,2.99,Understand,1.21
QZ1992,QF1372,07-08-2024,History,Mixed,8,2.93,Evaluate,1.41
QZ1993,QF1372,22-07-2024,General Knowledge,Mixed,10,3.46,Remember,6.71
QZ1994,QF1372,18-08-2024,English,MCQ,7,2.18,Remember,1.57
QZ1995,QF1375,20-07-2024,Mathematics,MCQ,12,2.22,Understand,0.1
QZ1996,QF1375,21-08-2024,Physics,MCQ,5,3.59,Evaluate,0.51
QZ1997,QF1375,24-07-2024,Biology,MCQ,4,3.45,Remember,0.9
QZ1998,QF1376,05-08-2024,Programming,Open,4,2.2,Remember,1.77
QZ1999,QF1376,27-06-2024,General Knowledge,MCQ,12,2.97,Understand,0.51
QZ2000,QF1376,01-07-2024,General Knowledge,Mixed,5,2.63,Understand,0.52
QZ2001,QF1377,30-07-2024,Mathematics,Mixed,4,3.42,Understand,4.58
QZ2002,QF1377,09-08-2024,Programming,MCQ,2,3.29,Understand,2.31
QZ2003,QF1377,30-06-2024,English,Mixed,15,2.6,Remember,4.63
QZ2004,QF1377,11-07-2024,General Knowledge,Mixed,8,2.78,Remember,1.45
QZ2005,QF1377,04-08-2024,Mathematics,MCQ,6,3.71,Apply,5.8
QZ2006,QF1377,06-08-2024,Chemistry,MCQ,9,2.58,Remember,9.63
